"ori","Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","State","Type","city_state","city_state_id","Agency_Type"
"AR0660100","Fort Smith",NA,NA,NA,NA,NA,NA,NA,2026,1,"AR","City","Fort Smith,AR","Fort Smith,AR,City","City"
"AR0160100","Jonesboro",NA,NA,NA,NA,NA,NA,NA,2026,1,"AR","City","Jonesboro,AR","Jonesboro,AR,City","City"
"AZ0070300","Buckeye",NA,NA,NA,NA,NA,NA,NA,2026,1,"AZ","City","Buckeye,AZ","Buckeye,AZ,City","City"
"AZ0030100","Flagstaff",NA,4,1,22,12,128,5,2025,3,"AZ","City","Flagstaff,AZ","Flagstaff,AZ,City","City"
"AZ0030100","Flagstaff",NA,3,3,25,3,113,5,2025,4,"AZ","City","Flagstaff,AZ","Flagstaff,AZ,City","City"
"AZ0030100","Flagstaff",NA,2,1,22,5,109,7,2025,5,"AZ","City","Flagstaff,AZ","Flagstaff,AZ,City","City"
"AZ0030100","Flagstaff",NA,NA,NA,NA,NA,NA,NA,2025,6,"AZ","City","Flagstaff,AZ","Flagstaff,AZ,City","City"
"AZ0030100","Flagstaff",NA,NA,NA,NA,NA,NA,NA,2025,7,"AZ","City","Flagstaff,AZ","Flagstaff,AZ,City","City"
"AZ0030100","Flagstaff",NA,NA,NA,NA,NA,NA,NA,2025,8,"AZ","City","Flagstaff,AZ","Flagstaff,AZ,City","City"
"AZ0030100","Flagstaff",NA,NA,NA,NA,NA,NA,NA,2025,9,"AZ","City","Flagstaff,AZ","Flagstaff,AZ,City","City"
"AZ0030100","Flagstaff",NA,NA,NA,NA,NA,NA,NA,2025,10,"AZ","City","Flagstaff,AZ","Flagstaff,AZ,City","City"
"AZ0030100","Flagstaff",NA,NA,NA,NA,NA,NA,NA,2025,11,"AZ","City","Flagstaff,AZ","Flagstaff,AZ,City","City"
"AZ0030100","Flagstaff",NA,NA,NA,NA,NA,NA,NA,2025,12,"AZ","City","Flagstaff,AZ","Flagstaff,AZ,City","City"
